Hot Springs, AR 71901,34.50265085,-93.01415367
Eureka Springs, AR 72632,36.4000796,-93.7392419
Little Rock, Arkansas 72211,34.75466042,-92.41748991
North Little Rock, Arkansas 72116,34.80242676,-92.24625757
Whistler, British Columbia V0N 1B4,50.1171903,-122.9543022
San Francisco, California 94111,27.6444687,-113.4192009
San Francisco, CA 94111,37.7791185,-122.4138641
Los Angeles, CA 90028,34.1013568,-118.3320677
San Francisco, CA 94111,37.7791185,-122.4138641
San Ardo, California 93450,36.025425,-120.908013
Mammoth Lakes, CA 93546,37.6485349,-118.9719679
Monterey, CA 93940,36.5844165,-121.8667929
Beverly Hills, CA 90210,34.0736204,-118.4003563
Orange, California 92868,33.7500378,-117.8704931
Los Angeles, CA 90015,34.054935,-118.244476
Palm Springs, CA 92264,33.80299068,-116.5026213
Acampo, California 95220,38.1746398,-121.2785588
Paso Robles, California 93446,35.660128,-120.659702
Paso Robles, CA 93446,35.6267654,-120.6912456
Mendocino, CA 95460,39.311383,-123.8261453
Palm Springs, California 92262,33.84241361,-116.5173908
Truckee, California 96161,39.327962,-120.1832533
Paso Robles, California 93446,35.660128,-120.659702
Arroyo Grande, CA 93420,35.1185869,-120.5907252
St. Helena, California 94574,38.5052288,-122.4700424
Paso Robles, CA 93446,35.6267654,-120.6912456
Santa Monica, CA 90404,34.019657,-118.487549
Saint Helena, California 94574,38.5074655,-122.4710704
Anaheim, CA 92802,33.8347516,-117.911732
Crescent City, California 95531,41.8528065,-124.149862
Plymouth, CA 95642,38.4818531,-120.844659
Guerneville, California 95446,38.5017085,-122.9959133
Guerneville, California 95446,38.5017085,-122.9959133
Costa Mesa, California 92626,33.67984453,-117.9075877
Avila Beach, CA 93424,35.17861645,-120.7357312
Avila Beach, California 93424,35.17861645,-120.7357312
Sutter Creek, California 95685,38.3929675,-120.8024357
Mission Viejo, CA 92692,33.61167017,-117.6459119
Moreno Valley, CA 92553,33.9344771,-117.2577173
Costa Mesa, CA 92626,33.6769678,-117.8885474
Anaheim, CA 92806,33.8025071,-117.8779989
Chino Hills, CA 91709,33.9926803,-117.760056
Fountain Valley, CA 92708,33.7038145,-117.9627349
Laguna Woods, CA 92637,33.61596397,-117.7261495
Orange, CA 92868,33.7500378,-117.8704931
Redlands, California 92374,34.0707195,-117.0995057
Seal Beach, CA 90740,33.75711222,-118.0879218
Hawthorne, CA 90250,33.911454,-118.34816
Ontario, CA 91764,50.000678,-86.000977
Corona, California 92879,33.8811866,-117.5640522
Alpine, California 91901,32.843979,-116.7601167
Corona, California 92882,33.88194955,-117.5884673
Costa Mesa, CA 92626,33.6769678,-117.8885474
Diamond Bar, California 91765,34.0049947,-117.8067569
Mission Viejo, CA 92692,33.61167017,-117.6459119
Yorba Linda, CA 92887,33.87751,-117.727046
Ontario, CA 91764,50.000678,-86.000977
Corona, CA 92882,33.884291,-117.5718724
Yountville, CA 94599,38.395445,-122.3601726
South Lake Tahoe, CA 96150,38.9332411,-119.9843482
Fort Bragg, CA 95437,39.42923445,-123.8069312
Bear Valley, CA 95223,37.5688237,-120.1193489
Placerville, CA 95667,38.7296252,-120.798546
Temecula, California 92592,33.4946353,-117.1473661
Santa Barbara, CA 93103,34.42156361,-119.6750886
Santa Rosa, CA 95401,38.44712215,-122.7515993
Carmel Valley, CA 93924,36.4796839,-121.7324476
Red Bluff, CA 96080,40.1784886,-122.2358302
Santa Barbara, California 93101,34.41923324,-119.7000923
Danville, CA 94526,37.8215929,-121.9999606
Fremont, CA 94538,37.5482697,-121.9885719
Ukiah, CA 95482,39.1501662,-123.2077861
Paso Robles, CA 93446,35.6267654,-120.6912456
Dana Point, CA 92624,33.46479539,-117.6817216
Rowland Heights, CA 91748,33.9761238,-117.9053395
Fresno, CA 93710,36.7295295,-119.7088613
Redding, CA 96002,40.5863563,-122.3916754
La Mesa, California 91943,32.7678288,-117.0230839
Dana Point, CA 92629,33.4741265,-117.7172646
Calistoga, California 94515,38.5787966,-122.5797054
West Hollywood, CA 90069,34.08743745,-118.3809007
Thousand Oaks, CA 91360,34.17142715,-118.9105877
Oakhurst, CA 93644,37.333178,-119.6572441
San Diego, CA 92108,32.77303233,-117.1333472
Pacific Grove, CA 93950,36.62261005,-121.9202159
Beverly Hills, CA 90210,34.0736204,-118.4003563
Beverly Hills, CA 90212,34.0621318,-118.4007859
Tuolumne, CA 95379,38.056944,-119.9919351
Napa, CA 94558,38.30241395,-122.2836131
Cambria, CA 93428,35.5641381,-121.0807468
Los Alamos, CA 93440,34.7379311,-120.2659105
Coffee Creek, CA 96091,41.0802449,-122.7293546
Paso Robles, CA 93446,35.6267654,-120.6912456
Paso Robles, CA 93446,35.6267654,-120.6912456
Folsom, California 95630,38.6779591,-121.1760583
Angwin, CA 94508,38.5783555,-122.4486515
Paso Robles, CA 93446,35.6267654,-120.6912456
Calistoga, CA 94515,38.5787966,-122.5797054
Calistoga, California 94515,38.5787966,-122.5797054
Cambria, California 93428,35.5641381,-121.0807468
Cambria, CA 93428,35.5641381,-121.0807468
Napa, CA 94558,38.30241395,-122.2836131
Carmel by the Sea, California 93921,36.5552387,-121.9232879
Carmel, CA 93923,-34.7875446,-55.9804691
Carmel, CA 93923,-34.7875446,-55.9804691
Eureka, CA 95501,40.8020712,-124.1636729
Sausalito, California 94965,37.8590272,-122.4854694
San Jose, California 95110,37.3297085,-121.9031599
Paso Robles, CA 93446,35.6267654,-120.6912456
Cathedral City, California 92234,33.7810031,-116.4640765
Sausalito, CA 94965,37.8590272,-122.4854694
Tahoe Vista, CA 96148,39.248688,-120.0519053
Truckee, CA 96161,39.327962,-120.1832533
Anaheim, California 92805,33.8009319,-117.8980982
Graeagle, California 96103,39.7533435,-120.6484458
St Helena, CA 94574,38.5052288,-122.4700424
South Lake Tahoe, CA 96150,38.9332411,-119.9843482
Healdsburg, CA 95448,38.6106812,-122.870138
Creston, California 93432,38.2090833,-122.2041367
Los Angeles, California 90046,34.0975206,-118.366045
Calistoga, California 94515,38.5787966,-122.5797054
Oakhurst, CA 93644,37.333178,-119.6572441
Jamestown, California 95327,37.9588565,-120.4044312
Napa, California 94559,38.2971367,-122.2855293
Berkeley, California 94705,37.8708393,-122.2728639
Paso Robles, CA 93446,35.6267654,-120.6912456
Palm Springs, CA 92262,33.81146991,-116.5186591
Healdsburg, California 95448,38.6106812,-122.870138
San Diego, California 92111,32.8010434,-117.1729678
St Helena, CA 94574,38.5052288,-122.4700424
Coronado, CA 92118,32.6858854,-117.1830891
Anaheim, California 92802,33.8347516,-117.911732
Murphys, CA 95247,38.14834,-120.4505448
Los Angeles, CA 90015,34.054935,-118.244476
Los Altos, California 94022,37.39278411,-122.1043063
Solana Beach, CA 92075,32.9905597,-117.2691316
Morgan Hill, California 95037,37.1375963,-121.6212676
Paso Robles, California 93446,35.660128,-120.659702
Palo Alto, California 94306,37.42430743,-122.1398618
St. Helena, CA 94574,38.5052288,-122.4700424
Geyserville, CA 95441,38.707687,-122.9024964
Calistoga, California 94515,38.5787966,-122.5797054
San Simeon, CA 93452,35.6133158,-121.1442346
Ukiah, California 95482,39.1501662,-123.2077861
Manteca, CA 95336,37.7986184,-121.2117148
Little River, CA 95456,39.2707318,-123.7883473
Paso Robles, California 93446,35.660128,-120.659702
Templeton, California 93465,35.5496939,-120.7060049
Pismo Beach, California 93449,35.1427533,-120.6412827
Fresno, California 93720,36.7295295,-119.7088613
Rosemead, CA 91770,34.0676169,-118.0879763
Newark, California 94560,37.5296593,-122.0402399
Los Angeles, California 90012,34.0727522,-118.2441814
Calistoga, California 94515,38.5787966,-122.5797054
Healdsburg, California 95448,38.6106812,-122.870138
Murphys, CA 95247,38.14834,-120.4505448
Dunsmuir, California 96025,41.208209,-122.271953
Fair Oaks, California 95628,38.642897,-121.2462453
Cambria, CA 93428,35.5641381,-121.0807468
Los Angeles, CA 90048,34.0806311,-118.3616511
Palmdale, California 93551,34.5793131,-118.1171108
Elk, CA 95432,36.7502282,-119.4929071
Palm Desert, CA 92260,33.74079965,-116.3693698
San Diego, CA 92122,32.85321706,-117.20916
La Quinta, California 92253,33.66365425,-116.2777025
El Segundo, CA 90245,33.92391575,-118.39665
Sebastopol, California 95472,38.3845125,-122.8332502
La Jolla, California 92037,32.8335005,-117.2616203
San Diego, CA 92037,32.8707372,-117.2376615
Groveland, CA 95321,37.8382608,-120.2326894
Capitola, CA 95010,36.9762927,-121.9540577
San Diego, CA 92130,32.9626548,-117.1896563
San Francisco, CA 94109,37.7791185,-122.4138641
Santa Monica, CA 90401,34.019657,-118.487549
Calistoga, California 94515,38.5787966,-122.5797054
Forestville, CA 95436,38.4833405,-122.8615843
Sonoma, California 95476,38.2930864,-122.4576759
Oroville, California 95966,39.5137752,-121.556359
Idyllwild, California 92549,33.7402774,-116.7189424
Corona del Mar, California 92625,33.599523,-117.8724843
Santa Ynez, CA 93460,34.608637,-120.1046774
Jenner, California 95450,38.4496365,-123.1155588
Los Angeles, CA 90048,34.0806311,-118.3616511
Carlsbad, CA 92011,33.1580933,-117.3505966
Santa Barbara, CA 93108,34.4221319,-119.7026673
Westlake Village, CA 91362,34.145908,-118.806152
Fremont, California 94538,37.5482697,-121.9885719
Rutherford, California 94573,38.458521,-122.422479
Malibu, CA 90265,34.035591,-118.689423
Temecula, CA 92592,33.4946353,-117.1473661
Paso Robles, CA 93446,35.6267654,-120.6912456
San Marcos, California 92069,33.15312832,-117.1471834
South Lake Tahoe, CA 96150,38.9332411,-119.9843482
Simi Valley, California 93065,34.2749099,-118.7783175
San Diego, CA 92037,32.8707372,-117.2376615
Grass Valley, CA 95945,39.2190602,-121.0610575
Graeagle, California 96103,39.7533435,-120.6484458
Philo, CA 95466,39.0657324,-123.4450093
St Helena, CA 94574,38.5052288,-122.4700424
Half Moon Bay, CA 94019,37.4635519,-122.4285862
Paso Robles, California 93446,35.660128,-120.659702
Paso Robles, CA 93446,35.6267654,-120.6912456
Palm Desert, California 92211,33.78581425,-116.3748168
Windsor, CA 95492,38.5471327,-122.8163802
Hawthorne, CA 90250,33.911454,-118.34816
Brentwood, CA 94513,37.9317766,-121.6960266
Calistoga, California 94515,38.5787966,-122.5797054
Orange, CA 92866,33.7888068,-117.8574751
San Simeon, CA 93452,35.6133158,-121.1442346
South Lake Tahoe, CA 96150,38.9332411,-119.9843482
Paso Robles, CA 93446,35.6267654,-120.6912456
La Quinta, California 92253,33.66365425,-116.2777025
Anaheim, California 92802,33.8347516,-117.911732
Palo Alto, California 94306,37.42430743,-122.1398618
Rancho Mirage, California 92270,33.770859,-116.426874
Los Angeles, CA 90045,33.9576546,-118.3797562
Del Mar, California 92014,32.9594891,-117.2653146
San Francisco, CA 94102,37.7791185,-122.4138641
Palm Springs, California 92262,33.84241361,-116.5173908
Carpinteria, CA 93013,34.3963178,-119.5228548
Santa Cruz, California 95060,36.96787468,-122.0430145
Mountain View, CA 94040,37.39164189,-122.093935
San Jose, California 95111,37.3297085,-121.9031599
Solvang, California 93463,34.5958572,-120.1390894
Victorville, California 92392,34.5361067,-117.2911565
Los Angeles, CA 90029,34.054935,-118.244476
Anaheim, California 92802,33.8347516,-117.911732
South Lake Tahoe, California 96150,38.9332411,-119.9843482
Los Angeles, CA 90077,34.054935,-118.244476
San Francisco, CA 94115,37.7791185,-122.4138641
Santa Barbara, CA 93101,34.41923324,-119.7000923
Healdsburg, CA 95448,38.6106812,-122.870138
San Francisco, CA 94115,37.7791185,-122.4138641
Los Gatos, CA 95030,37.22261904,-121.9798736
Long Beach, California 90802,33.7636322,-118.1973769
Santa Monica, California 90401,34.01619745,-118.4942734
Coronado, CA 92118,32.6858854,-117.1830891
Oakhurst, California 93644,37.333178,-119.6572441
Carmel, CA 93923,-34.7875446,-55.9804691
Santa Barbara, CA 93103,34.42156361,-119.6750886
Anaheim, California 92802,33.8347516,-117.911732
Huntington Beach, CA 92648,33.682248,-117.998562
Indian Wells,92210,33.7217965,-116.3383034
San Diego, CA 92122,32.85321706,-117.20916
San Diego, California 92109,32.77171855,-117.2524235
Monterey, CA 93940,36.5844165,-121.8667929
Newport Beach, CA 92660,33.65981222,-117.8800712
Sacramento, California 95814,38.5863463,-121.4992726
Santa Rosa, CA 95401,38.44712215,-122.7515993
Westlake Village, CA 91361,34.15195,-118.827593
Palm Desert, CA 92260,33.74079965,-116.3693698
Occidental, CA 95465,38.4074146,-122.9483307
Napa, CA 94559,38.2971367,-122.2855293
Los Angeles, CA 90067,34.0574126,-118.4138257
San Francisco, CA 94108,37.7791185,-122.4138641
Irvine, California 92612,33.6856969,-117.8259819
Newport Beach, CA 92660,33.65981222,-117.8800712
Napa,94558,38.30241395,-122.2836131
Paso Robles, California 93446,35.660128,-120.659702
Palm Desert, CA 92260,33.74079965,-116.3693698
Santa Monica, California 90401,34.01619745,-118.4942734
Paso Robles, California 93446,35.660128,-120.659702
Jamestown, CA 95327,37.9588565,-120.4044312
Calistoga, California 94515,38.5787966,-122.5797054
St Helena, CA 94574,38.5052288,-122.4700424
Cupertino, CA 95014,37.3203093,-122.0500396
Mammoth Lakes, CA 93546,37.6485349,-118.9719679
Plymouth, California 95669,38.4818531,-120.844659
Fulton, CA 95439,38.4962997,-122.7699886
Kirkwood, California 95646,38.690863,-120.054512
Pismo Beach, CA 93449,35.1427533,-120.6412827
Del Mar, California 92014,32.9594891,-117.2653146
Beverly Hills, CA 90210,34.0736204,-118.4003563
Los Angeles, CA 90014,34.054935,-118.244476
San Diego, CA 92037,32.8707372,-117.2376615
San Diego, CA 92037,32.8707372,-117.2376615
Palm Springs, CA 92264,33.80299068,-116.5026213
Tulare, California 93274,36.2516475,-118.852583
San Diego, CA 92109,32.77171855,-117.2524235
Morgan Hill, California 95037,37.1375963,-121.6212676
Kenwood, California 95452,38.4138005,-122.5460935
Petaluma, California 94954,38.270022,-122.6061224
Lake Arrowhead, CA 92352,34.2592869,-117.1857541
Lake Elsinore, California 92530,33.6623887,-117.314928
San Marcos, CA 92078,33.1433723,-117.1661449
San Marcos, California 92078,33.1433723,-117.1661449
Healdsburg, California 95448,38.6106812,-122.870138
Acampo, California 95220,38.1746398,-121.2785588
St Helena, California 94574,38.5052288,-122.4700424
Turlock, California 95380,37.4946568,-120.8465941
Santa Monica, California 90405,34.00832311,-118.4617984
Little River, CA 95456,39.2707318,-123.7883473
San Francisco, CA 94104,37.7791185,-122.4138641
Santa Monica, CA 90401,34.019657,-118.487549
Long Beach, CA 90815,33.7939444,-118.1373603
St Helena, California 94574,38.5052288,-122.4700424
Lompoc, California 93436,34.6391501,-120.4579409
Los Angeles, CA 90045,33.9576546,-118.3797562
Burbank, California 91505,34.1816482,-118.3258554
Los Gatos, California 95030,37.22261904,-121.9798736
Beverly Hills, CA 90210,34.0736204,-118.4003563
Los Angeles, CA 90049,34.054935,-118.244476
Mendocino, California 95460,39.311383,-123.8261453
Healdsburg, California 95448,38.6106812,-122.870138
Placerville, California 95667,38.7296252,-120.798546
Manhattan Beach, CA 90266,33.9007618,-118.3885782
Marina del Rey, CA 90292,36.9225615,-121.8517849
Irvine, California 92618,33.6816501,-117.709204
Riverside, CA 92501,33.9533546,-117.3961623
Vista, CA 92081,33.2000368,-117.2425355
South Lake Tahoe, California 96150,38.9332411,-119.9843482
Santa Rosa, CA 95401,38.44712215,-122.7515993
Windsor, CA 95492,38.5471327,-122.8163802
Twain Harte, CA 95383,38.0337345,-120.2384941
St Helena, California 94574,38.5052288,-122.4700424
St Helena, CA 94574,38.5052288,-122.4700424
Little River, CA 95456,39.2707318,-123.7883473
Los Angeles, CA 90015,34.054935,-118.244476
Indian Wells, California 92210,33.7217965,-116.3383034
Dana Point, CA 92629,33.4741265,-117.7172646
Laguna Beach, CA 92651,33.54148229,-117.7763793
Santa Barbara, CA 93108,34.4221319,-119.7026673
Monterey, CA 93940,36.5844165,-121.8667929
Monterey, California 93940,36.608116,-121.897834
Beverly Hills, California 90212,34.0621318,-118.4007859
Calistoga, CA 94515,38.5787966,-122.5797054
Laguna Beach, CA 92651,33.54148229,-117.7763793
Los Angeles, CA 90035,34.054935,-118.244476
Shingletown, CA 96088,40.5023815,-121.8733257
Truckee, California 96161,39.327962,-120.1832533
Napa, CA 94559,38.2971367,-122.2855293
Alturas, CA 96101,41.487123,-120.5423271
Saint Helena, California 94574,38.5074655,-122.4710704
Paso Robles, CA 93446,35.6267654,-120.6912456
Truckee, CA 96161,39.327962,-120.1832533
Napa, CA 94558,38.30241395,-122.2836131
Oakville, California 94562,38.4368549,-122.4022007
Fort Bragg, California 95437,39.44230679,-123.805105
Napa, CA 94558,38.30241395,-122.2836131
Ojai, CA 93023,34.4480495,-119.242889
Calistoga, California 94515,38.5787966,-122.5797054
Fulton, California 95439,38.4962997,-122.7699886
Glen Ellen, California 95442,38.3640795,-122.5241487
Tahoe City, CA 96145,39.1689372,-120.1434787
Rancho Mirage, CA 92270,33.770859,-116.426874
Cayucos, CA 93430,35.4427512,-120.8921254
Julian, California 92036,33.078597,-116.6023154
Saint Helena, California 94574,38.5074655,-122.4710704
Chico, CA 95928,39.7284945,-121.8374777
Rohnert Park, California 94928,38.33867756,-122.6830089
Saint Helena, California 94574,38.5074655,-122.4710704
Santa Barbara, California 93103,34.42156361,-119.6750886
City of Industry, CA 91744,34.02127547,-117.9275413
Somerset, CA 95684,41.8523707,-121.991118
Solana Beach, CA 92075,32.9905597,-117.2691316
Healdsburg, California 95448,38.6106812,-122.870138
Malibu, California 90265,34.035591,-118.689423
San Diego, California 92109,32.77171855,-117.2524235
San Francisco, CA 94103,37.7791185,-122.4138641
Carlsbad, CA 92056,33.1580933,-117.3505966
Palm Springs, CA 92264,33.80299068,-116.5026213
Huntington Beach, California 92648,33.682248,-117.998562
Paso Robles, CA 93446,35.6267654,-120.6912456
Templeton, CA 93465,35.5496939,-120.7060049
Anaheim, California 92805,33.8009319,-117.8980982
Paso Robles, CA 93446,35.6267654,-120.6912456
Temecula, California 92592,33.4946353,-117.1473661
Temecula, California 92591,33.4946353,-117.1473661
Salinas, California 93908,36.6744117,-121.6550372
Pismo Beach, CA 93449,35.1427533,-120.6412827
Big Sur, CA 93920,36.270241,-121.8074545
Santa Maria, CA 93455,34.9055341,-120.440572
Yountville, California 94599,38.395445,-122.3601726
Eureka, California 95501,40.8020712,-124.1636729
Healdsburg, California 94949,38.610516,-122.8813407
Napa, CA 94558,38.30241395,-122.2836131
Plymouth, California 95669,38.4818531,-120.844659
Santa Maria, California 93455,34.9055341,-120.440572
Sonoma, CA 95476,38.2930864,-122.4576759
Hopland, CA 95449,38.9729542,-123.1163918
Redding, California 96002,40.5863563,-122.3916754
Susanville, CA 96130,40.4162842,-120.6530063
Ferndale, CA 95536,40.576241,-124.263944
Indian Wells, CA 92210,33.7217965,-116.3383034
Long Beach, CA 90802,33.7636322,-118.1973769
Monterey, CA 93940,36.5844165,-121.8667929
Toluca Lake,91602,19.5525706,-96.9200161
Tahoe Vista, CA 96148,39.248688,-120.0519053
Palm Springs, CA 92264,33.80299068,-116.5026213
Palm Springs, CA 92262,33.81146991,-116.5186591
Escondido, CA 92025,33.12700365,-117.0739907
Bolinas, CA 94924,37.9093702,-122.6863733
Truckee,96161,39.327962,-120.1832533
Sugarloaf,92386,34.2433411,-116.8289178
Palm Springs, CA 92262,33.81146991,-116.5186591
Tahoe City, CA 96145,39.1689372,-120.1434787
Pacific Grove, CA 93950,36.62261005,-121.9202159
South Lake Tahoe, CA 96150,38.9332411,-119.9843482
Big Bear Lake, California 92315,34.2440587,-116.9101808
Los Angeles, CA 90021,34.054935,-118.244476
Kings Beach, CA 96143,39.2362794,-120.0233622
Coarsegold, CA 93614,37.2621687,-119.7009834
Palm Springs, CA 92262,33.81146991,-116.5186591
Joshua Tree, CA 92252,34.1265262,-116.3209349
Healdsburg, CA 95448,38.6106812,-122.870138
Palm Springs, CA 92264,33.80299068,-116.5026213
Pescadero, CA 94060,37.2516018,-122.3821927
San Francisco, CA 94124,37.7163,-122.3945623
Auburn, CA 95603,38.9036089,-121.0833099
Davis, CA 95616,38.545379,-121.7445835
Pioneertown, CA 92268,34.1566737,-116.4961263
South Lake Tahoe, CA 96150,38.9332411,-119.9843482
South Lake Tahoe, CA 96150,38.9332411,-119.9843482
Calistoga, CA 94515,38.5787966,-122.5797054
Venice, CA 90291,33.995044,-118.4668875
Grass Valley, CA 95949,39.2086655,-121.0531231
Kenwood, California 95452,38.4138005,-122.5460935
Newbury Park, CA 91320,34.184172,-118.9106525
Monterey Park, CA 91754,34.05016316,-118.1427498
Oregon House, CA 95962,39.3562796,-121.2791273
San Francisco, CA 94131,37.7791185,-122.4138641
South Lake Tahoe, CA 96150,38.9332411,-119.9843482
Santa Cruz, CA 95062,36.974201,-122.0297182
Arroyo Grande, CA 93420,35.1185869,-120.5907252
San Luis Obispo, CA 93401,35.26377621,-120.6536005
Joshua Tree, CA 92252,34.1265262,-116.3209349
Santa Barbara,93111,34.44085309,-119.805958
Santa Clara,94085,37.3541132,-121.9551744
South Lake Tahoe,96150,38.9332411,-119.9843482
South Lake Tahoe,96150,38.9332411,-119.9843482
La Quinta, CA 92253,33.66365425,-116.2777025
Truckee,96161,39.327962,-120.1832533
West Hollywood,90069,34.08911839,-118.3834061
Truckee,96161,39.327962,-120.1832533
Solana Beach, CA 92075,32.9905597,-117.2691316
Stinson Beach,94970,37.9008084,-122.6450801
Laguna Niguel, CA 92677,33.5235137,-117.6857266
Indio, CA 92203,33.743765,-116.2233152
San Luis Obispo,93405,35.26979877,-120.6877868
Palm Springs,92262,33.84241361,-116.5173908
Los Angeles, CA 90015,34.054935,-118.244476
San Diego, CA 92111,32.8010434,-117.1729678
Olympic Valley, CA 96146,39.1995817,-120.2284917
Napa, CA 94558,38.30241395,-122.2836131
Healdsburg, CA 95448,38.6106812,-122.870138
Cupertino, CA 95014,37.3203093,-122.0500396
Healdsburg, California 95448,38.6106812,-122.870138
